Period,Mark_Number,sex,Capture_Status,Team_combo
1,101,F,Mark,BD
1,124,F,Mark,BD
1,132,M,Mark,BD
1,112,F,Mark,BD
1,127,F,Mark,BD
2,108,M,Mark,BD
2,130,F,Mark,BD
2,143,F,Recap,BD
2,111,F,Mark,BD
2,112,F,Recap,BD
1,104,F,Mark,BD
1,143,F,Mark,BD
1,144,M,Mark,BD
1,137,F,Mark,BD
1,141,F,Mark,BD
2,131,F,Mark,BD
2,144,M,Recap,BD
2,139,F,Mark,BD
2,109,F,Mark,BD
2,110,F,Mark,BD
