Period,Mark_Number,sex,Capture_Status,Team_combo
1,142,M,Mark,AD
1,121,M,Mark,AD
1,109,F,Mark,AD
1,112,M,Mark,AD
1,107,F,Mark,AD
2,105,F,Mark,AD
2,114,M,Mark,AD
2,108,M,Mark,AD
2,137,M,Recap,AD
2,138,F,Mark,AD
1,104,F,Mark,AD
1,143,F,Mark,AD
1,144,M,Mark,AD
1,137,F,Mark,AD
1,141,F,Mark,AD
2,131,F,Mark,AD
2,144,M,Recap,AD
2,139,F,Mark,AD
2,109,F,Recap,AD
2,110,F,Mark,AD
