Period,Mark_Number,sex,Capture_Status,Team_combo
1,101,F,Mark,BC
1,124,F,Mark,BC
1,132,M,Mark,BC
1,112,F,Mark,BC
1,127,F,Mark,BC
2,108,M,Mark,BC
2,130,F,Mark,BC
2,143,F,Mark,BC
2,111,F,Mark,BC
2,112,F,Recap,BC
1,115,F,Mark,BC
1,139,F,Mark,BC
1,128,M,Mark,BC
1,131,NA,Mark,BC
1,142,M,Mark,BC
2,136,F,Mark,BC
2,130,M,Mark,BC
2,128,M,Recap,BC
2,106,F,Mark,BC
2,100,M,Mark,BC
