Period,Mark_Number,sex,Capture_Status,Team_combo
1,142,M,Mark,AB
1,121,M,Mark,AB
1,109,F,Mark,AB
1,112,M,Mark,AB
1,107,F,Mark,AB
2,105,F,Mark,AB
2,114,M,Mark,AB
2,108,M,Mark,AB
2,137,M,Mark,AB
2,138,F,Mark,AB
1,101,F,Mark,AB
1,124,F,Mark,AB
1,132,M,Mark,AB
1,112,F,Mark,AB
1,127,F,Mark,AB
2,130,F,Mark,AB
2,143,F,Mark,AB
2,111,F,Mark,AB
2,112,F,Recap,AB
