Period,Mark_Number,sex,Capture_Status,Team_combo
1,101,F,Mark,B
1,124,F,Mark,B
1,132,M,Mark,B
1,112,F,Mark,B
1,127,F,Mark,B
2,108,M,Mark,B
2,130,F,Mark,B
2,143,F,Mark,B
2,111,F,Mark,B
2,112,F,Recap,B
