Period,Mark_Number,sex,Capture_Status,Team_combo
1,104,F,Mark,D
1,143,F,Mark,D
1,144,M,Mark,D
1,137,F,Mark,D
1,141,F,Mark,D
2,131,F,Mark,D
2,144,M,Recap,D
2,139,F,Mark,D
2,109,F,Mark,D
2,110,F,Mark,D
