Period,Mark_Number,sex,Capture_Status,Team_combo
1,101,F,Mark,BE
1,124,F,Mark,BE
1,132,M,Mark,BE
1,112,F,Mark,BE
1,127,F,Mark,BE
2,108,M,Recap,BE
2,130,F,Mark,BE
2,143,F,Recap,BE
2,111,F,Mark,BE
2,112,F,Recap,BE
1,108,M,Mark,BE
1,102,F,Mark,BE
1,138,M,Mark,BE
1,143,F,Mark,BE
1,114,F,Mark,BE
2,122,M,Mark,BE
2,117,M,Mark,BE
2,113,M,Mark,BE
2,105,F,Mark,BE
2,129,F,Mark,BE
